reg_no,name,grade,score,entries,racing_now,today_race,starts,dq,form_emoji,form_avg,retired
014040,竹内 真一,A2,82.83,玉野@09/27-09/29;佐世保@10/18-10/20;岐阜@10/28-10/30,,,24,0,🥺,4.8,
014042,徳吉 正治,A3,69.80,松戸@10/03-10/05;青森@10/14-10/16;名古屋@10/24-10/26,川崎,川崎Ｆ２@09/24/7R;川崎Ｆ２@09/25/2R;川崎Ｆ２@09/26/2R,21,0,🥺,5.6,
014044,八尋 英輔,A1,87.14,奈良@10/05-10/07;広島@10/18-10/20,別府,別府Ｆ２@09/24/10R;別府Ｆ２@09/25/11R;別府Ｆ２@09/26/11R,21,0,,3.4,
014046,秋山 貴宏,A3,74.61,久留米@10/01-10/03;青森@10/19-10/21,川崎,川崎Ｆ２@09/24/4R;川崎Ｆ２@09/25/4R;川崎Ｆ２@09/26/4R,21,0,🚀,2.8,
014048,川島 勝,A2,86.23,小倉@10/11-10/13;久留米@10/27-10/29,,,21,0,,3.4,
014049,廣田 樹里,A3,74.04,松戸@10/03-10/05;前橋@10/21-10/23;名古屋@10/30-11/01,川崎,川崎Ｆ２@09/24/7R;川崎Ｆ２@09/25/2R;川崎Ｆ２@09/26/3R,21,0,🚀,2.6,
014056,橋本 紀彰,A2,83.66,いわき平@09/27-09/29;前橋@10/06-10/08;取手@10/19-10/21,,,21,0,,4.0,
014057,松田 優一,A2,87.80,いわき平@10/04-10/06;富山@10/17-10/19,,,21,0,,3.2,
014058,佐藤 謙,A2,85.70,四日市@10/07-10/09;西武園@10/30-11/01,,,27,0,🥺,4.6,
014059,高塩 讓次,A1,92.69,青森@09/30-10/02;武雄@10/17-10/19,,,23,0,,3.8,
014061,塚本 和宏,A2,84.83,武雄@10/03-10/05;いわき平@10/12-10/14;宇都宮@10/30-11/01,,,12,0,,4.4,
014062,齋藤 昌弘,A2,80.77,前橋@10/06-10/08;武雄@10/17-10/19;青森@10/29-10/31,,,22,0,🥺,4.8,
014064,吉松 賢二,A3,70.61,平塚@10/03-10/05;前橋@10/13-10/15,,,34,0,,4.2,
014066,池田 勇人,A1,92.90,平塚@09/28-09/30;奈良@10/05-10/07;前橋@10/13-10/15,,,21,0,,3.2,
014067,工藤 考生,A3,71.68,奈良@09/30-10/02;前橋@10/13-10/15,,,22,0,,4.2,
014069,渡邊 政幸,A3,69.50,大垣@10/06-10/08;青森@10/19-10/21;松戸@10/30-11/01,,,22,0,,3.8,
014070,秋葉 大輔,A2,85.33,奈良@10/05-10/07;静岡@10/15-10/17;岐阜@10/28-10/30,青森,青森Ｆ２@09/26/3R,18,0,,4.2,
014072,伊藤 之人,A3,71.03,奈良@09/30-10/02;いわき平@10/21-10/23,,,27,0,,3.4,
014075,松根 真,A2,80.82,武雄@10/03-10/05;前橋@10/13-10/15;川崎@10/24-10/26,,,23,0,🥺,4.6,
014077,古屋 琢晶,A1,87.87,川崎@10/01-10/03;小倉@10/11-10/13;取手@10/19-10/21,,,16,0,,4.2,
014078,植草 亮介,A1,85.73,青森@09/30-10/02;静岡@10/07-10/09;別府@10/14-10/16,,,15,0,,3.6,
014079,江本 博明,A2,80.88,いわき平@09/27-09/29;大宮@10/06-10/08;別府@10/14-10/16;小松島@10/24-10/26,,,18,0,,3.8,
014080,近藤 隆司,A1,95.05,奈良@10/05-10/07;富山@10/17-10/19;青森@10/24-10/26,,,18,0,,3.2,
014082,高橋 雅之,A1,93.57,前橋@10/06-10/08;静岡@10/15-10/17;青森@10/29-10/31,,,21,0,,3.4,
014083,成清 謙二郎,A1,80.14,広島@09/28-09/30;前橋@10/06-10/08;奈良@10/14-10/16;宇都宮@10/30-11/01,,,21,0,🥺,5.4,
014084,小菅 誠,A1,90.15,平塚@10/08-10/10;武雄@10/27-10/29,,,19,0,,4.0,
014086,齋藤 友幸,A1,84.12,川崎@10/09-10/11;松阪@10/21-10/23,熊本,熊本Ｆ２@09/24/3R;熊本Ｆ２@09/25/4R;熊本Ｆ２@09/26/3R,8,1,,4.4,
014087,高橋 隆太,A2,80.94,川崎@10/09-10/11;富山@10/17-10/19,,,18,0,,4.2,
014091,伊原 弘幸,A1,83.70,大垣@10/06-10/08;大宮@10/22-10/24;宇都宮@10/30-11/01,,,21,0,,4.2,
014092,山出 裕幸,A2,79.77,防府@09/29-10/01;四日市@10/07-10/09;佐世保@10/18-10/20;久留米@10/27-10/29,,,18,0,🥺,6.4,
014093,窪田 陽介,A3,74.22,四日市@10/16-10/18;宇都宮@10/30-11/01,,,18,0,,3.6,
014094,有馬 雄二,A2,81.16,久留米@10/01-10/03;奈良@10/09-10/11;四日市@10/16-10/18,,,24,0,,4.2,
014098,菊谷 信一,A1,88.18,大垣@10/06-10/08;玉野@10/13-10/15,,,16,0,🥺,5.6,
014099,坂本 佳憲,A3,67.52,いわき平@10/04-10/06;大宮@10/12-10/14;和歌山@10/26-10/28,,,21,0,,4.2,
014101,永橋 武司,A3,68.77,奈良@09/30-10/02;いわき平@10/21-10/23;宇都宮@10/30-11/01,,,18,0,,3.6,
014102,篠塚 光一,A1,83.26,小倉@10/11-10/13;京王閣@10/26-10/28,,,23,0,🚀,3.0,
014104,池田 憲昭,A1,92.66,防府@10/04-10/06;豊橋@10/15-10/17,,,18,0,,3.4,
014110,廣川 泰昭,A2,83.76,佐世保@09/30-10/02;小田原@10/26-10/28,,,14,1,,3.6,
014115,原田 礼,A2,84.29,防府@10/04-10/06;奈良@10/14-10/16,,,24,0,,3.2,
014116,安東 宏高,A1,86.00,広島@09/28-09/30;松山@10/04-10/06;四日市@10/21-10/23,,,7,0,🥺,4.6,
014119,中村 雅仁,A1,90.14,小松島@10/03-10/05;弥彦@10/30-11/01,,,18,0,🚀,2.4,
014120,永田 修一,A3,73.55,前橋@09/30-10/02;岐阜@10/10-10/12;松戸@10/30-11/01,,,20,0,,4.2,
014124,石田 宏樹,A3,72.88,平塚@10/03-10/05;青森@10/19-10/21;松戸@10/30-11/01,,,27,0,,3.4,
014125,坂本 昌宏,A2,80.86,武雄@10/03-10/05;川崎@10/24-10/26,,,22,0,🥺,4.6,
014126,高谷 敏史,A3,74.80,奈良@09/30-10/02;青森@10/14-10/16;名古屋@10/30-11/01,川崎,川崎Ｆ２@09/24/6R;川崎Ｆ２@09/25/6R;川崎Ｆ２@09/26/4R,21,0,,3.2,
014128,嶋貫 高大,A3,67.33,大宮@10/12-10/14;取手@10/19-10/21,川崎,川崎Ｆ２@09/24/6R;川崎Ｆ２@09/25/1R;川崎Ｆ２@09/26/1R,3,2,,,
014130,竹山 陵太,A1,94.57,富山@10/17-10/19;小田原@10/26-10/28,,,21,0,,3.4,
014132,三澤 康人,A1,91.95,小倉@10/11-10/13;弥彦@10/30-11/01,,,24,0,,4.2,
014133,高橋 紀史,A2,82.73,岐阜@10/10-10/12;佐世保@10/18-10/20,,,23,0,,4.2,
014135,金澤 幸司,A1,94.00,平塚@09/28-09/30;いわき平@10/12-10/14;取手@10/19-10/21;宇都宮@10/30-11/01,,,15,0,🚀,2.6,
014136,金澤 竜二,A1,93.23,前橋@10/06-10/08;別府@10/14-10/16;青森@10/24-10/26,,,21,0,,3.4,
014139,小田倉 勇二,A1,94.04,大宮@10/01-10/03;岐阜@10/28-10/30,,,21,0,🚀,2.6,
014144,石川 雅望,A1,89.41,川崎@10/01-10/03;静岡@10/15-10/17;京王閣@10/26-10/28,,,17,0,,3.2,
014145,篠原 忍,A1,91.41,熊本@10/12-10/14;大宮@10/22-10/24,,,9,0,,3.6,
014153,伊藤 太一,A1,85.88,静岡@10/15-10/17;小松島@10/24-10/26,,,27,0,🚀,2.8,
014154,長岡 豪,A3,67.28,いわき平@10/04-10/06;川崎@10/20-10/22,弥彦,弥彦Ｆ２@09/24/1R;弥彦Ｆ２@09/25/6R;弥彦Ｆ２@09/26/6R,14,0,🥺,5.4,
014155,佐藤 政利,A2,82.38,武雄@10/03-10/05;川崎@10/20-10/22,,,21,0,,3.8,
014157,原田 泰志,A1,85.87,小田原@10/20-10/22;宇都宮@10/30-11/01,,,24,0,🚀,2.6,
014158,本間 慎吾,A3,73.26,平塚@09/28-09/30;いわき平@10/04-10/06;川崎@10/20-10/22,,,15,0,,3.4,
014161,藤田 大輔,A1,86.22,川崎@10/09-10/11;松阪@10/21-10/23;西武園@10/30-11/01,熊本,熊本Ｆ２@09/24/5R;熊本Ｆ２@09/25/4R;熊本Ｆ２@09/26/3R,18,0,,3.4,
014164,田中 孝彦,A1,87.83,前橋@10/06-10/08;武雄@10/27-10/29,,,24,0,🚀,2.4,
014166,倉野 隆太郎,A2,82.37,防府@10/04-10/06;松阪@10/21-10/23,,,24,0,,3.6,
014169,富安 保充,A2,82.73,大宮@10/01-10/03;熊本@10/12-10/14;小田原@10/20-10/22,,,23,0,🥺,4.6,
014171,深見 仁哉,A2,81.22,いわき平@10/04-10/06;名古屋@10/24-10/26,,,22,0,,4.0,
014172,山田 隼司,A2,81.00,奈良@10/14-10/16;京王閣@10/26-10/28,,,21,0,,3.6,
014178,伊原 克彦,A1,90.00,大宮@10/01-10/03;岐阜@10/10-10/12,熊本,熊本Ｆ２@09/24/2R;熊本Ｆ２@09/25/7R;熊本Ｆ２@09/26/7R,15,0,,3.6,
014179,肥後 公允,A3,69.18,奈良@09/30-10/02;静岡@10/07-10/09;大宮@10/22-10/24,,,11,0,,3.2,
014180,坂本 匡洋,A2,88.71,玉野@09/27-09/29;広島@10/18-10/20;京王閣@10/26-10/28,,,18,0,,4.2,
014181,藤原 悠斗,A2,83.88,大宮@10/01-10/03;別府@10/28-10/30,,,26,0,🚀,2.8,
014183,隅田 幸助,A3,70.14,高知@10/07-10/09;防府@10/23-10/25,,,14,0,🚀,2.8,
014185,隅 貴史,A1,88.44,平塚@10/08-10/10;広島@10/18-10/20;大垣@10/27-10/29,,,18,0,,4.0,
014187,大西 祐,A1,91.09,玉野@09/27-09/29;岐阜@10/10-10/12;武雄@10/27-10/29,,,21,0,🚀,2.4,
014192,野本 翔太,A1,83.20,平塚@09/28-09/30;富山@10/10-10/12;広島@10/18-10/20,,,15,0,🥺,5.0,
014193,玉手 翔,A1,88.70,久留米@10/01-10/03;富山@10/17-10/19;小田原@10/26-10/28,,,24,0,🚀,2.6,
014194,桑原 亮,A1,91.72,熊本@10/12-10/14;久留米@10/27-10/29,別府,別府Ｆ２@09/24/11R;別府Ｆ２@09/25/10R;別府Ｆ２@09/26/11R,18,0,,3.8,
014195,田中 孝法,A2,79.26,防府@09/29-10/01;広島@10/18-10/20;青森@10/29-10/31,,,19,0,🥺,6.2,
014202,島田 茂希,A3,70.45,大垣@10/06-10/08;いわき平@10/21-10/23,,,24,0,,4.2,
014204,大崎 和也,A1,86.28,大宮@10/01-10/03;武雄@10/17-10/19;京王閣@10/26-10/28,,,21,0,🥺,4.6,
014205,日当 泰之,A2,80.47,いわき平@10/04-10/06;別府@10/14-10/16,,,21,0,🥺,4.8,
014206,金野 俊秋,A1,87.87,いわき平@10/04-10/06;武雄@10/17-10/19;青森@10/29-10/31,,,24,0,,3.6,
014209,加美山 隆行,A3,67.25,高知@10/07-10/09;取手@10/19-10/21;和歌山@10/26-10/28,,,24,0,,3.6,
014213,岡田 哲夫,A3,66.58,奈良@09/30-10/02;川崎@10/09-10/11,,,17,0,🥺,6.0,
014216,田村 純一,A3,74.86,平塚@10/03-10/05;前橋@10/13-10/15;川崎@10/20-10/22,奈良,奈良Ｆ２@09/24/7R;奈良Ｆ２@09/25/7R;奈良Ｆ２@09/26/7R,15,0,🚀,3.0,
014218,邊見 斎,A3,71.84,平塚@10/03-10/05;青森@10/14-10/16,,,26,0,,3.8,
014220,山崎 悟,A2,83.23,前橋@10/13-10/15;武雄@10/27-10/29,,,21,0,🚀,2.8,
014223,瀧野 勝太,A2,84.44,いわき平@10/12-10/14;川崎@10/20-10/22,,,18,0,,4.4,
014224,矢島 一弥,A1,82.16,静岡@10/07-10/09;西武園@10/30-11/01,青森,青森Ｆ２@09/26/2R,12,0,,4.2,
014225,伊藤 亮,A1,89.28,前橋@10/06-10/08;別府@10/14-10/16,,,21,0,🚀,2.2,
014226,大畑 裕貴,A2,82.83,川崎@10/09-10/11;松阪@10/21-10/23;宇都宮@10/30-11/01,,,18,0,,4.4,
014227,緒方 剛,A2,81.00,大宮@10/01-10/03;武雄@10/17-10/19,,,24,0,,4.4,
014230,山田 義彦,A1,87.66,小松島@10/03-10/05;いわき平@10/12-10/14,,,21,0,,3.6,
014235,鈴木 庸之,A1,93.00,川崎@10/01-10/03;大宮@10/22-10/24;弥彦@10/30-11/01,,,18,0,🥺,5.2,
014236,本田 拓也,A2,81.61,武雄@10/03-10/05;弥彦@10/30-11/01,,,26,0,🥺,4.8,
014240,須藤 誠,A2,80.50,いわき平@10/04-10/06;川崎@10/20-10/22,,,24,0,🥺,5.0,
014242,亀谷 隆一,A2,79.15,いわき平@10/12-10/14;松阪@10/21-10/23,,,20,0,🥺,4.6,
014243,齊藤 健人,A2,80.04,別府@10/14-10/16;弥彦@10/30-11/01,,,24,0,🥺,5.8,
014245,後藤 彰仁,A2,85.35,佐世保@10/18-10/20;久留米@10/27-10/29,,,17,0,,3.4,
014251,関谷 哲平,A3,69.71,武雄@10/09-10/11;富山@10/17-10/19,,,21,0,,4.0,
014254,武田 和也,A3,71.92,四日市@10/16-10/18;和歌山@10/26-10/28,,,25,0,,3.4,
014255,西本 直大,A2,85.35,高知@10/17-10/19;大垣@10/27-10/29,,,20,0,,3.4,
014257,岡崎 克政,A3,73.03,平塚@09/28-09/30;高知@10/07-10/09;青森@10/14-10/16,,,31,0,🚀,3.0,
014258,片山 智晴,A1,90.27,武雄@10/03-10/05;岐阜@10/10-10/12;奈良@10/23-10/25,別府,別府Ｆ２@09/24/11R;別府Ｆ２@09/25/11R;別府Ｆ２@09/26/8R,18,0,,3.4,
014261,作田 悦章,A3,78.19,平塚@10/03-10/05;川崎@10/20-10/22;久留米@10/27-10/29,,,21,0,🚀,2.2,
014263,樫山 恭柄,A1,94.66,防府@09/29-10/01;広島@10/18-10/20;大垣@10/27-10/29,,,24,0,🚀,1.6,
014265,松永 真太,A3,77.50,平塚@09/28-09/30;武雄@10/09-10/11;名古屋@10/24-10/26,,,24,0,🚀,2.4,
014266,宮本 龍一,A3,72.90,高知@10/07-10/09;前橋@10/21-10/23;松戸@10/30-11/01,奈良,奈良Ｆ２@09/24/3R;奈良Ｆ２@09/25/5R;奈良Ｆ２@09/26/4R,11,0,,,
014267,一ノ瀬 匠,A1,86.55,防府@09/29-10/01;大宮@10/06-10/08;四日市@10/21-10/23;別府@10/28-10/30,,,20,0,,3.6,
014269,梶原 恵介,A1,85.19,川崎@10/01-10/03;豊橋@10/15-10/17;別府@10/28-10/30,,,21,0,,4.0,
014270,小原 将通,A1,87.63,小松島@10/03-10/05;四日市@10/16-10/18;名古屋@10/24-10/26,,,19,0,,4.2,
014272,松田 直也,A3,70.95,高知@10/07-10/09;四日市@10/16-10/18,川崎,川崎Ｆ２@09/24/7R;川崎Ｆ２@09/25/3R;川崎Ｆ２@09/26/3R,20,0,,3.2,
014274,吉成 晃一,A3,70.85,奈良@09/30-10/02;岐阜@10/10-10/12;松戸@10/30-11/01,,,28,0,,4.0,
014275,喜納 隆志,A3,69.18,久留米@10/01-10/03;武雄@10/27-10/29,別府,別府Ｆ２@09/24/1R;別府Ｆ２@09/25/2R;別府Ｆ２@09/26/2R,16,1,,4.0,
014276,坂本 敏也,A3,70.90,静岡@10/07-10/09;富山@10/17-10/19;宇都宮@10/30-11/01,,,21,0,🥺,4.8,
014277,山口 慎吾,A2,85.33,いわき平@10/12-10/14;取手@10/19-10/21;西武園@10/30-11/01,青森,青森Ｆ２@09/26/1R,18,0,,4.2,
014280,井上 公利,A2,84.40,青森@09/30-10/02;富山@10/10-10/12,,,25,0,🥺,5.0,
014281,寺林 正秋,A1,86.54,いわき平@10/04-10/06;四日市@10/21-10/23,,,24,0,🥺,4.8,
014282,石川 恭規,A2,80.19,いわき平@09/27-09/29;前橋@10/06-10/08;川崎@10/24-10/26,,,21,0,🥺,5.2,
014287,齋藤 昌太,A3,69.37,川崎@10/09-10/11;防府@10/23-10/25,弥彦,弥彦Ｆ２@09/24/2R,24,0,🥺,4.6,
014289,羽石 国臣,A3,68.93,高知@10/07-10/09;いわき平@10/21-10/23,奈良,奈良Ｆ２@09/24/5R;奈良Ｆ２@09/25/3R;奈良Ｆ２@09/26/1R,16,0,🥺,4.6,
014295,山崎 寛巳,A3,67.25,大宮@10/12-10/14;いわき平@10/21-10/23;松戸@10/30-11/01,,,12,0,🥺,5.0,
014296,佐藤 清之,A2,79.87,いわき平@10/12-10/14;四日市@10/21-10/23,,,24,0,🥺,5.0,
014297,田中 勝仁,A2,83.66,松山@10/04-10/06;松阪@10/21-10/23;青森@10/29-10/31,,,18,0,,4.0,
014298,蒔田 英彦,A1,95.00,青森@09/30-10/02;前橋@10/13-10/15,,,21,0,🚀,2.8,
014300,上野 真吾,A1,85.33,武雄@10/03-10/05;川崎@10/24-10/26,,,9,0,,3.6,
014301,齋藤 輝彦,A3,68.69,松戸@10/03-10/05;青森@10/19-10/21;宇都宮@10/30-11/01,,,13,0,🥺,5.0,
014302,武田 憲祐,A1,86.04,川崎@10/01-10/03;取手@10/19-10/21,,,21,0,🥺,4.8,
014303,小川 達也,A1,78.62,青森@09/30-10/02;前橋@10/13-10/15;小松島@10/24-10/26,,,24,0,🥺,5.2,
014304,大竹 哲也,A2,85.11,武雄@09/27-09/29;取手@10/19-10/21;岐阜@10/28-10/30,,,18,0,🥺,4.8,
014305,大谷 靖茂,A1,88.10,奈良@10/05-10/07;富山@10/17-10/19;小田原@10/26-10/28,,,29,0,🚀,2.6,
014314,中川 繁樹,A2,86.77,静岡@10/07-10/09;高知@10/17-10/19;名古屋@10/24-10/26,,,18,1,,4.0,
014315,西谷 岳文,A2,82.66,武雄@09/27-09/29;奈良@10/14-10/16;松阪@10/21-10/23;宇都宮@10/30-11/01,,,18,0,🥺,5.8,
014316,山崎 光展,A3,73.29,大宮@10/12-10/14;名古屋@10/24-10/26,別府,別府Ｆ２@09/24/3R;別府Ｆ２@09/25/4R;別府Ｆ２@09/26/3R,27,0,🚀,2.8,
014319,中野 彰人,A3,68.66,前橋@09/30-10/02;奈良@10/09-10/11;富山@10/17-10/19,,,3,1,🥺,4.6,
014320,在本 直樹,A2,84.05,小松島@10/03-10/05;四日市@10/21-10/23,,,19,0,,3.8,
014321,石坂 永伍,A1,86.79,防府@09/29-10/01;奈良@10/09-10/11;広島@10/18-10/20,,,24,0,🥺,4.6,
014323,連佛 康浩,A1,79.60,奈良@10/05-10/07;広島@10/18-10/20;岐阜@10/28-10/30,,,15,0,,3.8,
014324,内村 竜也,A2,80.71,小倉@10/11-10/13;川崎@10/20-10/22;大垣@10/27-10/29,,,21,0,,4.4,
014326,福島 栄一,A1,89.09,佐世保@09/30-10/02;名古屋@10/24-10/26,,,21,0,,3.8,
014328,藤田 洋平,A2,80.17,防府@09/29-10/01;四日市@10/07-10/09;佐世保@10/18-10/20,,,17,0,,4.2,
014329,阿部 功,A2,81.11,玉野@09/27-09/29;大宮@10/06-10/08;高知@10/17-10/19;久留米@10/27-10/29,,,17,0,,4.4,
014331,栗田 貴徳,A1,87.72,武雄@10/03-10/05;別府@10/14-10/16;奈良@10/23-10/25,,,18,0,🚀,2.4,
014332,芳野 匠,A1,84.80,平塚@10/08-10/10;豊橋@10/15-10/17;久留米@10/27-10/29,,,22,0,,3.2,
014333,阿部 兼士,A1,87.52,久留米@10/01-10/03;豊橋@10/15-10/17;大垣@10/27-10/29,,,21,0,,4.2,
014334,高倉 俊宏,A2,82.00,佐世保@09/30-10/02;富山@10/10-10/12;名古屋@10/24-10/26,,,21,0,🥺,5.6,
014335,中園 朋亨,A2,78.52,岐阜@10/10-10/12;別府@10/28-10/30,,,19,0,🥺,5.8,
014336,八尋 翔平,A2,85.58,川崎@10/01-10/03;別府@10/28-10/30,,,17,0,,3.8,
014339,成松 春樹,A1,95.04,武雄@10/03-10/05;豊橋@10/15-10/17;小田原@10/26-10/28,,,21,0,🚀,2.4,
014340,古川 貴之,A1,87.00,武雄@09/27-09/29;岐阜@10/10-10/12;別府@10/28-10/30,,,15,1,,4.0,
014341,松尾 玄太,A1,83.57,防府@09/29-10/01;武雄@10/17-10/19;大垣@10/27-10/29,,,19,0,🥺,4.6,
014342,南部 亮太,A3,74.55,青森@10/19-10/21;名古屋@10/30-11/01,,,18,0,,3.8,
014344,園田 鉄兵,A2,81.86,玉野@09/27-09/29;熊本@10/12-10/14;小田原@10/20-10/22,,,15,0,,4.4,
014347,外崎 一成,A2,85.86,いわき平@09/27-09/29;前橋@10/06-10/08;取手@10/19-10/21;小田原@10/26-10/28,,,15,0,,3.2,
014349,佐藤 純嘉,A3,70.88,平塚@10/03-10/05;前橋@10/13-10/15,,,27,0,,3.4,
014351,田口 守,A2,76.90,玉野@09/27-09/29;防府@10/04-10/06;広島@10/18-10/20,,,20,0,🥺,5.8,
014353,宇佐見 裕輝,,,,,,24,0,,3.8,
014354,大島 将人,A1,85.27,いわき平@09/27-09/29;平塚@10/08-10/10;静岡@10/15-10/17;武雄@10/27-10/29,,,18,0,,3.6,
014357,佐藤 康恭,A3,69.70,平塚@10/03-10/05;大宮@10/22-10/24,弥彦,弥彦Ｆ２@09/24/1R;弥彦Ｆ２@09/25/1R;弥彦Ｆ２@09/26/3R,24,0,🥺,5.0,
014359,関根 彰人,A2,85.00,武雄@09/27-09/29;熊本@10/12-10/14;久留米@10/27-10/29,,,18,0,,3.6,
014360,関根 崇人,A3,72.26,大宮@10/12-10/14;取手@10/19-10/21;松戸@10/30-11/01,弥彦,弥彦Ｆ２@09/24/1R;弥彦Ｆ２@09/25/4R;弥彦Ｆ２@09/26/2R,15,0,,3.2,
014361,真船 圭一郎,A1,92.95,武雄@10/03-10/05;静岡@10/15-10/17,,,21,0,🥺,4.6,
014362,岩崎 大和,A2,80.85,大垣@10/06-10/08;静岡@10/15-10/17;大宮@10/22-10/24,青森,青森Ｆ２@09/26/4R,21,0,🥺,4.8,
014363,中川 昌久,A3,70.54,松戸@10/03-10/05;和歌山@10/26-10/28,,,11,0,,4.4,
014364,野間 司,A2,83.42,いわき平@10/12-10/14;川崎@10/20-10/22,青森,青森Ｆ２@09/26/5R,21,0,,3.4,
014365,薮田 貴幸,A3,66.14,いわき平@10/04-10/06;取手@10/19-10/21;武雄@10/27-10/29,,,7,0,,,
014366,阿久津 浩之,A2,78.03,広島@09/28-09/30;大垣@10/06-10/08;取手@10/19-10/21,,,29,0,🥺,5.2,
014369,中川 拓也,A3,75.82,川崎@10/09-10/11;和歌山@10/26-10/28,,,23,0,🚀,2.0,
014373,鈴木 雄一朗,A3,65.91,平塚@09/28-09/30;高知@10/07-10/09;大宮@10/22-10/24;宇都宮@10/30-11/01,,,12,0,🥺,5.8,
014374,屋良 朝春,A2,80.05,玉野@09/27-09/29;防府@10/04-10/06;熊本@10/12-10/14,,,18,0,🥺,4.6,
014378,加賀山 淳,A1,89.00,平塚@09/28-09/30;前橋@10/06-10/08;松阪@10/21-10/23;青森@10/29-10/31,,,3,0,,4.4,
014381,吉澤 賢,A3,68.71,静岡@10/07-10/09;青森@10/14-10/16;和歌山@10/26-10/28,,,14,0,,,
014382,伊藤 翼,A3,68.70,奈良@09/30-10/02;静岡@10/07-10/09;武雄@10/27-10/29,,,27,0,,4.4,
014383,河野 要,A2,82.90,前橋@10/06-10/08;いわき平@10/12-10/14;奈良@10/23-10/25,青森,青森Ｆ２@09/26/3R,17,0,,3.6,
014385,山本 淳,A3,75.41,前橋@09/30-10/02;川崎@10/09-10/11,川崎,川崎Ｆ２@09/24/7R;川崎Ｆ２@09/25/6R;川崎Ｆ２@09/26/7R,24,0,🥺,4.6,
014386,伊藤 拓人,A2,79.00,前橋@10/13-10/15;松阪@10/21-10/23,,,12,0,,,
014387,佐野 恭太,A2,83.77,玉野@10/13-10/15;川崎@10/20-10/22,,,22,0,,4.4,
014388,水野 悟志,A3,69.80,富山@10/17-10/19;和歌山@10/26-10/28,,,20,0,🥺,5.4,
014389,村本 慎吾,A3,76.80,大垣@10/06-10/08;前橋@10/21-10/23,川崎,川崎Ｆ２@09/24/5R;川崎Ｆ２@09/25/5R;川崎Ｆ２@09/26/5R,15,1,🚀,2.6,
014390,愛敬 博之,A1,89.00,静岡@10/07-10/09;奈良@10/14-10/16;西武園@10/30-11/01,岸和,岸和Ｆ１@09/26/5R,19,0,,3.6,
014392,北村 篤,A3,75.50,前橋@09/30-10/02;静岡@10/07-10/09,,,24,0,🚀,2.0,
014393,柴田 祐也,A2,79.47,防府@10/04-10/06;大宮@10/22-10/24;弥彦@10/30-11/01,,,21,0,🥺,4.8,
014395,竹田 慎一,A3,67.91,奈良@10/09-10/11;取手@10/19-10/21;久留米@10/27-10/29,,,12,0,,,
014400,志水 祐彦,A2,88.42,佐世保@09/30-10/02;静岡@10/07-10/09;松阪@10/21-10/23,,,11,0,,3.4,
014402,泉谷 直哉,A2,85.72,熊本@10/12-10/14;松阪@10/21-10/23,,,25,0,,4.0,
014403,櫻井 太士,A1,86.61,佐世保@10/18-10/20;弥彦@10/30-11/01,,,18,1,🚀,2.8,
014404,岩本 純,A1,89.29,広島@09/28-09/30;熊本@10/12-10/14;四日市@10/21-10/23,,,24,0,,4.0,
014407,森 佑樹,A3,68.52,久留米@10/01-10/03;岐阜@10/10-10/12,別府,別府Ｆ２@09/24/2R;別府Ｆ２@09/25/2R;別府Ｆ２@09/26/1R,21,0,,3.6,
014408,守安 政雄,A2,82.41,岐阜@10/10-10/12;佐世保@10/18-10/20,,,12,0,,4.0,
014410,桶谷 明誉,A1,81.92,広島@09/28-09/30;大宮@10/06-10/08;武雄@10/17-10/19;青森@10/29-10/31,,,14,0,,3.8,
014411,小谷 文康,A2,80.00,小松島@10/03-10/05;小田原@10/26-10/28,,,3,0,,,
014412,宮崎 康司,A2,79.33,松山@10/04-10/06;豊橋@10/15-10/17,別府,別府Ｆ２@09/24/9R;別府Ｆ２@09/25/10R;別府Ｆ２@09/26/7R,21,0,🥺,6.2,
014413,松本 充生,A3,67.04,平塚@09/28-09/30;岐阜@10/10-10/12;川崎@10/20-10/22;名古屋@10/30-11/01,,,21,0,🥺,5.0,
014414,是永 幸寛,A1,85.52,岐阜@10/10-10/12;武雄@10/17-10/19;名古屋@10/24-10/26,,,21,0,🚀,3.0,
014415,楢原 由将,A2,81.44,玉野@09/27-09/29;武雄@10/17-10/19;京王閣@10/26-10/28,,,18,0,,4.0,
014416,矢田 晋,A3,67.09,高知@10/07-10/09;青森@10/19-10/21,弥彦,弥彦Ｆ２@09/24/2R;弥彦Ｆ２@09/25/1R,22,0,🥺,5.8,
014418,安部 龍文,A3,74.70,松戸@10/03-10/05;川崎@10/20-10/22,別府,別府Ｆ２@09/24/4R;別府Ｆ２@09/25/4R;別府Ｆ２@09/26/9R,24,0,🚀,2.8,
014422,前田 義和,A1,88.38,玉野@09/27-09/29;奈良@10/05-10/07;広島@10/18-10/20;京王閣@10/26-10/28,,,21,0,,3.8,
014424,大澤 哉太,A3,68.34,平塚@09/28-09/30;青森@10/14-10/16;大宮@10/22-10/24,,,23,0,,4.4,
014425,前川 裕希,A3,70.33,前橋@09/30-10/02;いわき平@10/21-10/23,,,15,0,🥺,4.8,
014428,鹿内 翔,A1,86.61,青森@09/30-10/02;川崎@10/24-10/26,,,18,0,,4.4,
014429,千澤 大輔,A3,68.28,大垣@10/06-10/08;川崎@10/20-10/22;宇都宮@10/30-11/01,,,21,0,🥺,6.0,
