reg_no,name,grade,score,entries,racing_now,retired
014255,西本 直大,A2,84.66,松阪@08/25-08/27;豊橋@09/04-09/06;前橋@09/11-09/13;小松島@09/23-09/25,,
014257,岡崎 克政,A3,73.61,青森@08/24-08/26;伊東@09/02-09/04;武雄@09/16-09/18;平塚@09/28-09/30,,
014258,片山 智晴,A1,89.75,奈良@08/20-08/22;久留米@09/05-09/07;別府@09/24-09/26,,
014261,作田 悦章,A3,78.83,青森@08/24-08/26;武雄@09/09-09/11;広島@09/20-09/22,,
014263,樫山 恭柄,A1,93.00,松山@08/21-08/23;豊橋@09/04-09/06;小松島@09/23-09/25,奈良,
014265,松永 真太,A3,78.50,松山@08/21-08/23;いわき平@08/30-09/01;広島@09/20-09/22;平塚@09/28-09/30,,
014266,宮本 龍一,A3,72.90,宇都宮@08/24-08/26;大垣@09/13-09/15;奈良@09/24-09/26,,
014267,一ノ瀬 匠,A1,87.00,西武園@08/21-08/23;松山@09/19-09/21;防府@09/29-10/01,武雄,
014269,梶原 恵介,A1,82.77,松山@08/21-08/23;富山@09/03-09/05;久留米@09/17-09/19,奈良,
014270,小原 将通,A1,90.33,玉野@08/26-08/28;防府@09/04-09/06;高知@09/20-09/22,岐阜,
014272,松田 直也,A3,68.36,別府@08/16-08/18;宇都宮@08/24-08/26;大垣@09/13-09/15;川崎@09/24-09/26,,
014274,吉成 晃一,A3,71.12,伊東@08/27-08/29;川崎@09/10-09/12;広島@09/20-09/22,,
014275,喜納 隆志,A3,67.90,松山@08/21-08/23;武雄@09/16-09/18;別府@09/24-09/26,,
014276,坂本 敏也,A3,71.77,立川@08/17-08/19;伊東@08/27-08/29;弥彦@09/07-09/09;大宮@09/21-09/23,,
014277,山口 慎吾,A2,85.41,和歌山@08/23-08/25;伊東@09/07-09/09;青森@09/26-09/28,,
014280,井上 公利,A2,84.60,武雄@08/21-08/23;四日市@08/29-08/31;前橋@09/11-09/13;静岡@09/18-09/20,青森,
014281,寺林 正秋,A1,87.08,静岡@08/15-08/17;高知@08/25-08/27;玉野@09/02-09/04;大宮@09/13-09/15,,
014282,石川 恭規,A2,81.22,大垣@08/21-08/23;西武園@08/31-09/02;高知@09/09-09/11;いわき平@09/27-09/29,青森,
014287,齋藤 昌太,A3,67.91,立川@08/17-08/19;松戸@09/01-09/03;豊橋@09/11-09/13;大宮@09/21-09/23,,
014289,羽石 国臣,A3,68.44,和歌山@08/23-08/25;いわき平@08/30-09/01;川崎@09/17-09/19;奈良@09/24-09/26,,
014295,山崎 寛巳,A3,67.88,宇都宮@08/24-08/26;武雄@09/09-09/11;立川@09/16-09/18,,
014296,佐藤 清之,A2,80.09,静岡@08/15-08/17;高知@08/25-08/27;西武園@09/06-09/08;別府@09/16-09/18,,
014297,田中 勝仁,A2,81.83,大垣@08/21-08/23;玉野@09/02-09/04;立川@09/16-09/18,武雄,
014298,蒔田 英彦,A1,95.55,大垣@08/21-08/23;小倉@08/28-08/30;弥彦@09/07-09/09;小松島@09/23-09/25,,
014300,上野 真吾,A1,80.66,伊東@08/16-08/18;和歌山@08/23-08/25;大宮@09/13-09/15;大垣@09/22-09/24,,
014301,齋藤 輝彦,A3,70.37,静岡@08/30-09/01;武雄@09/09-09/11;川崎@09/17-09/19,,
014302,武田 憲祐,A1,88.33,松山@08/31-09/02;伊東@09/07-09/09,,
014303,小川 達也,A1,79.75,和歌山@08/30-09/01;四日市@09/09-09/11;伊東@09/23-09/25,京王,
014304,大竹 哲也,A2,84.33,防府@08/23-08/25;西武園@08/31-09/02;大垣@09/07-09/09;武雄@09/27-09/29,,
014305,大谷 靖茂,A1,88.85,岐阜@08/30-09/01;西武園@09/06-09/08;岸和田@09/14-09/16,,
014314,中川 繁樹,A2,87.66,玉野@08/26-08/28;豊橋@09/11-09/13;弥彦@09/19-09/21,,
014315,西谷 岳文,A2,83.41,前橋@08/15-08/17;和歌山@08/23-08/25;松戸@09/01-09/03;武雄@09/27-09/29,,
014316,山崎 光展,A3,72.76,伊東@08/27-08/29;久留米@09/05-09/07;岸和田@09/14-09/16;別府@09/24-09/26,,
014319,中野 彰人,A3,71.00,玉野@08/20-08/22;武雄@09/09-09/11;別府@09/24-09/26,,
014320,在本 直樹,A2,85.16,岐阜@08/24-08/26;宇都宮@08/31-09/02;玉野@09/08-09/10;いわき平@09/15-09/17,武雄,
014321,石坂 永伍,A1,85.41,武雄@08/21-08/23;川崎@08/30-09/01;大宮@09/13-09/15;防府@09/29-10/01,,
014323,連佛 康浩,A1,76.66,富山@08/20-08/22;京王閣@09/08-09/10;久留米@09/17-09/19,武雄,
014324,内村 竜也,A2,79.00,防府@08/23-08/25;宇都宮@08/31-09/02;高知@09/20-09/22,岐阜,
014326,福島 栄一,A1,88.41,防府@08/23-08/25;久留米@09/05-09/07;青森@09/14-09/16,,
014328,藤田 洋平,A2,79.33,玉野@08/20-08/22;小松島@08/27-08/29;静岡@09/18-09/20;防府@09/29-10/01,,
014329,阿部 功,A2,81.44,いわき平@09/15-09/17;玉野@09/27-09/29,京王,
014331,栗田 貴徳,A1,86.22,富山@08/20-08/22;玉野@09/08-09/10;松山@09/19-09/21,,
014332,芳野 匠,A1,85.41,玉野@08/20-08/22;京王閣@09/08-09/10;別府@09/16-09/18,,
014333,阿部 兼士,A1,89.88,西武園@08/21-08/23;松山@08/31-09/02;四日市@09/09-09/11,武雄,
014334,高倉 俊宏,A2,82.91,大垣@08/17-08/19;玉野@09/08-09/10;弥彦@09/19-09/21,,
014335,中園 朋亨,A2,79.00,奈良@08/20-08/22;小松島@08/27-08/29;佐世保@09/12-09/14;青森@09/21-09/23,,
014336,八尋 翔平,A2,85.00,玉野@08/20-08/22;大宮@09/13-09/15;佐世保@09/20-09/22,岐阜,
014339,成松 春樹,A1,95.08,奈良@08/20-08/22;防府@09/04-09/06;松山@09/19-09/21,,
014340,古川 貴之,A1,90.44,奈良@08/20-08/22;高知@09/20-09/22;武雄@09/27-09/29,,
014341,松尾 玄太,A1,81.42,玉野@08/20-08/22;いわき平@09/07-09/09;防府@09/29-10/01,岐阜,
014342,南部 亮太,A3,75.77,豊橋@08/18-08/20;伊東@08/27-08/29;武雄@09/09-09/11;松山@09/19-09/21,,
014344,園田 鉄兵,A2,81.00,奈良@08/20-08/22;久留米@09/17-09/19;玉野@09/27-09/29,武雄,
014347,外崎 一成,A2,85.33,弥彦@08/18-08/20;岐阜@09/13-09/15;いわき平@09/27-09/29,,
014349,佐藤 純嘉,,,,,
014351,田口 守,A2,76.75,岐阜@09/13-09/15;玉野@09/27-09/29,,
014353,宇佐見 裕輝,A1,88.16,立川@08/17-08/19;西武園@08/31-09/02;広島@09/28-09/30,,
014354,大島 将人,A1,85.22,前橋@08/15-08/17;岐阜@08/30-09/01;玉野@09/08-09/10;いわき平@09/27-09/29,,
014357,佐藤 康恭,A3,71.25,和歌山@08/23-08/25;武雄@09/09-09/11;立川@09/16-09/18;弥彦@09/24-09/26,西武,
014359,関根 彰人,A2,86.50,高知@08/18-08/20;小松島@08/27-08/29;別府@09/16-09/18;武雄@09/27-09/29,,
014360,関根 崇人,A3,70.44,豊橋@08/18-08/20;松山@09/12-09/14;弥彦@09/24-09/26,,
014361,真船 圭一郎,A1,94.00,大垣@08/21-08/23;川崎@08/30-09/01;弥彦@09/07-09/09;岸和田@09/14-09/16,奈良,
014362,岩崎 大和,A2,80.83,伊東@08/16-08/18;防府@08/23-08/25;前橋@09/11-09/13;青森@09/26-09/28,,
014363,中川 昌久,A3,73.33,伊東@08/27-08/29;西武園@09/06-09/08;川崎@09/17-09/19,,
014364,野間 司,A2,82.08,弥彦@08/18-08/20;宇都宮@08/31-09/02;伊東@09/07-09/09;青森@09/26-09/28,,
014365,薮田 貴幸,A3,66.14,弥彦@09/07-09/09;岸和田@09/14-09/16,,
014366,阿久津 浩之,A2,78.26,弥彦@08/18-08/20;岐阜@08/30-09/01;立川@09/16-09/18;広島@09/28-09/30,,
014369,中川 拓也,A3,75.77,伊東@08/16-08/18;宇都宮@08/24-08/26;西武園@09/06-09/08;立川@09/16-09/18,,
014373,鈴木 雄一朗,A3,67.00,いわき平@08/30-09/01;富山@09/10-09/12;平塚@09/28-09/30,,
014374,屋良 朝春,A2,79.83,防府@08/23-08/25;久留米@09/05-09/07;松山@09/19-09/21;玉野@09/27-09/29,武雄,
014378,加賀山 淳,A1,91.00,岐阜@08/30-09/01;静岡@09/18-09/20;平塚@09/28-09/30,,
014381,吉澤 賢,A3,69.00,別府@08/16-08/18;青森@08/24-08/26;川崎@09/10-09/12;大垣@09/22-09/24,,
014382,伊藤 翼,A3,67.73,別府@08/16-08/18;松戸@09/01-09/03;小松島@09/17-09/19,,
014383,河野 要,A2,83.33,松阪@08/31-09/02;青森@09/26-09/28,武雄,
014385,山本 淳,A3,76.50,伊東@08/16-08/18;四日市@08/29-08/31;西武園@09/06-09/08;立川@09/16-09/18,,
014386,伊藤 拓人,A2,79.00,武雄@08/21-08/23;玉野@09/02-09/04;立川@09/16-09/18,,
014387,佐野 恭太,A2,83.83,弥彦@08/18-08/20;豊橋@09/04-09/06;大宮@09/13-09/15,,
014388,水野 悟志,A3,69.37,立川@08/17-08/19;四日市@08/29-08/31;川崎@09/10-09/12;大宮@09/21-09/23,,
014389,村本 慎吾,A3,74.00,伊東@08/27-08/29;弥彦@09/07-09/09;小松島@09/17-09/19,,
014390,愛敬 博之,A1,89.41,川崎@08/30-09/01;岐阜@09/13-09/15;佐世保@09/20-09/22,,
014392,北村 篤,A3,73.66,熊本@08/24-08/26;西武園@08/31-09/02;大垣@09/13-09/15;大宮@09/21-09/23,,
014393,柴田 祐也,A2,77.44,松山@08/21-08/23;宇都宮@08/31-09/02;四日市@09/09-09/11,岐阜,
014395,竹田 慎一,A3,66.55,別府@08/16-08/18;小松島@09/17-09/19,,
014400,志水 祐彦,A2,87.62,松山@08/21-08/23;四日市@08/29-08/31;岸和田@09/14-09/16;大垣@09/22-09/24,,
014402,泉谷 直哉,A2,88.20,静岡@08/15-08/17;玉野@08/26-08/28;防府@09/04-09/06;前橋@09/11-09/13;高知@09/20-09/22,,
014403,櫻井 太士,A1,85.58,高知@08/25-08/27;いわき平@09/07-09/09;小松島@09/23-09/25,,
014404,岩本 純,A1,90.91,西武園@08/21-08/23;小倉@08/28-08/30;京王閣@09/08-09/10;高知@09/20-09/22,,
014407,森 佑樹,A3,68.08,熊本@08/24-08/26;弥彦@09/02-09/04;武雄@09/09-09/11,,
014408,守安 政雄,A2,83.50,四日市@08/17-08/19;小松島@08/27-08/29,,
014410,桶谷 明誉,A1,80.75,小松島@08/27-08/29;弥彦@09/19-09/21;広島@09/28-09/30,,
014411,小谷 文康,A2,80.00,大垣@09/07-09/09;防府@09/15-09/17,,
014412,宮崎 康司,A2,81.66,小倉@08/28-08/30;青森@09/14-09/16;別府@09/24-09/26,奈良,
014413,松本 充生,A3,67.75,青森@08/24-08/26;弥彦@09/02-09/04;広島@09/20-09/22,,
014414,是永 幸寛,A1,83.66,武雄@08/21-08/23;玉野@09/08-09/10;佐世保@09/20-09/22;平塚@09/28-09/30,,
014415,楢原 由将,A2,80.22,四日市@08/17-08/19;小松島@08/27-08/29;立川@09/03-09/05;玉野@09/27-09/29,,
014416,矢田 晋,A3,67.37,立川@08/22-08/24;静岡@08/30-09/01;京王閣@09/08-09/10;小松島@09/17-09/19;弥彦@09/24-09/26,,
014418,安部 龍文,A3,74.00,青森@08/24-08/26;弥彦@09/02-09/04;大垣@09/13-09/15,,
014422,前田 義和,A1,89.08,武雄@08/21-08/23;宇都宮@08/31-09/02;佐世保@09/20-09/22;玉野@09/27-09/29,,
014424,大澤 哉太,A3,66.36,青森@08/24-08/26;大垣@09/13-09/15;広島@09/20-09/22;平塚@09/28-09/30,,
014425,前川 裕希,A3,70.28,立川@08/22-08/24;静岡@08/30-09/01;西武園@09/06-09/08;大宮@09/21-09/23,,
014428,鹿内 翔,A1,87.77,和歌山@08/23-08/25;松阪@08/31-09/02;伊東@09/07-09/09,,
014429,千澤 大輔,A3,70.66,和歌山@08/23-08/25;松戸@09/01-09/03;武雄@09/16-09/18;弥彦@09/24-09/26,,
014430,橋本 祐司,A3,76.33,立川@08/22-08/24;川崎@09/17-09/19;奈良@09/24-09/26,西武,
014432,相澤 恵一,A3,72.00,和歌山@08/23-08/25;静岡@08/30-09/01;武雄@09/09-09/11;広島@09/20-09/22,,
014433,長田 彰人,A3,68.36,別府@08/16-08/18;青森@08/24-08/26;伊東@09/02-09/04;松山@09/12-09/14,,
014434,山崎 功也,A3,74.00,いわき平@08/30-09/01;京王閣@09/08-09/10;小松島@09/17-09/19;平塚@09/28-09/30,,
014438,緑川 修平,A2,79.22,伊東@08/16-08/18;岐阜@08/30-09/01;弥彦@09/07-09/09;青森@09/14-09/16;岸和田@09/26-09/28,,
014439,山崎 司,A1,85.22,静岡@08/15-08/17;玉野@08/26-08/28;富山@09/03-09/05;いわき平@09/15-09/17,,
014443,堀内 昇,A3,71.77,和歌山@08/23-08/25;西武園@08/31-09/02;豊橋@09/11-09/13;広島@09/20-09/22,,
014444,星野 辰也,A1,88.50,伊東@09/07-09/09;いわき平@09/27-09/29,青森,
014446,菅藤 智,A3,67.00,宇都宮@08/24-08/26;松戸@09/01-09/03;岸和田@09/14-09/16;大垣@09/22-09/24,,
014447,三木 翔太,A3,71.44,立川@08/17-08/19;西武園@08/31-09/02;いわき平@09/15-09/17;川崎@09/24-09/26,,
014449,片折 勇輝,A2,77.12,奈良@08/20-08/22;青森@09/14-09/16;熊本@09/24-09/26,武雄,
014452,長井 優斗,A1,88.66,高知@08/18-08/20;玉野@09/02-09/04;川崎@09/10-09/12;青森@09/26-09/28,,
014454,上原 龍,A1,90.66,弥彦@08/18-08/20;岸和田@08/27-08/29;伊東@09/07-09/09;立川@09/16-09/18,,
014455,小野 裕次,A1,90.25,立川@08/17-08/19;松阪@08/31-09/02;京王閣@09/08-09/10;いわき平@09/27-09/29,,
014456,亀井 久幸,A2,80.08,弥彦@08/18-08/20;松戸@09/01-09/03;川崎@09/17-09/19,青森,
014457,北野 良栄,A2,80.77,武雄@08/21-08/23;富山@09/03-09/05;前橋@09/11-09/13,青森,
014459,根藤 浩二,A2,85.41,四日市@08/17-08/19;宇都宮@08/31-09/02;熊本@09/24-09/26,,
014460,矢口 大樹,A1,89.66,高知@08/25-08/27;玉野@09/02-09/04;川崎@09/10-09/12,武雄,
014461,山中 秀将,A1,92.28,佐世保@08/18-08/20;和歌山@08/30-09/01;静岡@09/18-09/20;広島@09/28-09/30,,
014463,久保 将史,A3,63.40,宇都宮@08/24-08/26;松戸@09/01-09/03;大宮@09/21-09/23,,
014464,中西 司,A2,83.88,大垣@08/21-08/23;松阪@08/31-09/02;川崎@09/17-09/19,青森,
014466,二藤 元太,A1,93.83,松阪@08/31-09/02;弥彦@09/07-09/09,京王,
014470,板橋 慎治,A2,81.75,西武園@08/21-08/23;松山@08/31-09/02;豊橋@09/11-09/13,,
014473,重倉 高史,A1,87.08,富山@09/03-09/05;大宮@09/13-09/15;玉野@09/27-09/29,岐阜,
014474,山崎 晃,A2,84.09,奈良@08/20-08/22;西武園@08/31-09/02;武雄@09/27-09/29,岐阜,
014475,高間 悠平,A1,92.55,奈良@08/20-08/22;西武園@09/06-09/08;佐世保@09/20-09/22;玉野@09/27-09/29,,
014476,乾 庄平,A2,84.16,松山@08/21-08/23;大垣@09/07-09/09;熊本@09/24-09/26,岐阜,
014477,白上 翔,A1,93.77,大垣@08/17-08/19;四日市@08/29-08/31;松阪@09/05-09/07;松山@09/19-09/21,,
014479,金子 浩貴,A2,82.50,高知@08/18-08/20;久留米@09/05-09/07;岸和田@09/14-09/16;大垣@09/22-09/24,,
014482,松本 琢也,A3,69.77,宇都宮@08/24-08/26;松戸@09/01-09/03;富山@09/10-09/12;大宮@09/21-09/23,,
014483,竜門 孝宗,A3,69.00,松阪@08/25-08/27;武雄@09/16-09/18;別府@09/24-09/26,,
014486,大瀬戸 潤一郎,A1,91.16,松山@08/31-09/02;青森@09/14-09/16,,
014487,才迫 勇馬,A3,79.20,青森@08/24-08/26;武雄@09/09-09/11;弥彦@09/24-09/26,,
014489,高鍋 邦彰,A2,78.58,小松島@08/27-08/29;川崎@09/10-09/12;防府@09/29-10/01,,
014490,永田 隼一,A3,67.00,,,
014492,飯塚 隼人,A2,80.09,四日市@08/17-08/19;高知@08/25-08/27;久留米@09/05-09/07;佐世保@09/20-09/22,,
014494,山崎 翼,A1,85.16,武雄@08/21-08/23;川崎@08/30-09/01;青森@09/14-09/16;別府@09/24-09/26,岐阜,
014495,下沖 功児,A1,89.86,富山@08/20-08/22;静岡@09/18-09/20;玉野@09/27-09/29,,
014496,天沼 雅貴,A3,71.66,豊橋@08/18-08/20;松阪@09/05-09/07;松山@09/12-09/14;奈良@09/24-09/26,,
014502,相笠 翔太,A2,85.66,前橋@08/15-08/17;小倉@08/28-08/30;豊橋@09/04-09/06;別府@09/16-09/18;伊東@09/23-09/25,,
014503,真船 拓磨,A3,66.75,宇都宮@08/24-08/26;松戸@09/01-09/03;松山@09/12-09/14;奈良@09/24-09/26,,
014510,菅谷 隆司,A1,89.40,立川@09/16-09/18;いわき平@09/27-09/29,,
014513,樋口 絢土,A2,80.83,武雄@08/21-08/23;川崎@09/17-09/19;いわき平@09/27-09/29,,
014516,村松 俊弥,A3,71.66,静岡@08/30-09/01;弥彦@09/07-09/09;武雄@09/16-09/18,西武,
014519,湯浅 大輔,A3,76.66,伊東@08/16-08/18;宇都宮@08/24-08/26;弥彦@09/02-09/04;豊橋@09/11-09/13,,
014520,伊藤 彰規,A2,80.83,弥彦@08/18-08/20;玉野@09/02-09/04;前橋@09/11-09/13,,
014522,高橋 佑輔,A2,82.11,大垣@08/21-08/23;和歌山@08/30-09/01;伊東@09/07-09/09;青森@09/26-09/28,京王,
014525,三ッ井 武,A2,87.66,前橋@08/15-08/17;防府@08/23-08/25;伊東@09/07-09/09;青森@09/26-09/28,,
014526,渡辺 馨,A3,71.66,豊橋@08/18-08/20;伊東@08/27-08/29;富山@09/10-09/12;大垣@09/22-09/24,,
014527,飯田 憲司,A1,87.77,伊東@08/16-08/18;四日市@08/29-08/31;別府@09/16-09/18;いわき平@09/27-09/29,,
014528,落合 達彦,A1,86.60,静岡@08/15-08/17;大垣@08/21-08/23;豊橋@09/04-09/06;前橋@09/11-09/13;熊本@09/24-09/26,,
014530,栗田 雄矢,A1,86.00,弥彦@08/18-08/20;松戸@09/01-09/03;豊橋@09/11-09/13,,
014532,柴田 竜史,A2,81.11,弥彦@08/18-08/20;岸和田@08/27-08/29;伊東@09/07-09/09;小松島@09/23-09/25,,
014533,加藤 正法,A2,79.55,前橋@08/15-08/17;和歌山@08/30-09/01;高知@09/09-09/11;伊東@09/23-09/25,,
014549,戸伏 康夫,A1,83.40,奈良@08/26-08/28;防府@09/15-09/17;平塚@09/28-09/30,,
014550,龍門 慎太郎,A3,71.26,玉野@08/20-08/22;武雄@09/16-09/18;川崎@09/24-09/26,,
014555,水木 裕聡,A3,68.66,静岡@08/30-09/01;大垣@09/13-09/15;別府@09/24-09/26,,
014556,小川 祐司,A2,89.22,佐世保@08/18-08/20;玉野@09/08-09/10;青森@09/21-09/23,,
014559,田山 誠,A3,68.66,奈良@08/20-08/22;伊東@08/27-08/29;久留米@09/05-09/07;松山@09/12-09/14,,
014561,高橋 義秋,A1,90.11,佐世保@08/18-08/20;小松島@08/27-08/29;いわき平@09/15-09/17;玉野@09/27-09/29,,
014563,興呂木 雄治,A2,79.00,松山@08/21-08/23;富山@09/03-09/05;佐世保@09/20-09/22,,
014565,中村 健志,A1,92.55,奈良@08/20-08/22;防府@09/04-09/06;高知@09/20-09/22,,
014566,安谷屋 将志,A2,82.33,佐世保@08/18-08/20;高知@08/25-08/27;防府@09/04-09/06;久留米@09/17-09/19,,
014567,仲松 勝太,A2,84.00,小松島@08/27-08/29;玉野@09/08-09/10;久留米@09/17-09/19;熊本@09/24-09/26,,
014570,松澤 敬輔,A1,94.44,弥彦@08/18-08/20;小松島@08/27-08/29;富山@09/03-09/05;川崎@09/10-09/12,,
014572,赤塚 悠人,A1,79.44,富山@08/20-08/22;松戸@09/01-09/03;豊橋@09/11-09/13,青森,
014575,鈴木 達也,A2,86.41,富山@08/20-08/22;西武園@08/31-09/02;別府@09/16-09/18,青森,
014578,大越 啓介,A3,76.00,別府@08/16-08/18;伊東@08/27-08/29;西武園@09/06-09/08;大宮@09/21-09/23,,
014579,齋藤 一茂,A2,84.75,奈良@08/26-08/28;弥彦@09/07-09/09;青森@09/26-09/28,,
014581,佐山 俊樹,A1,87.55,大垣@08/21-08/23;四日市@08/29-08/31;西武園@09/06-09/08;小松島@09/23-09/25,京王,
014583,吉田 昌弘,A3,68.50,立川@08/22-08/24;伊東@09/02-09/04;広島@09/20-09/22,,
014584,井上 嵩,A2,77.22,玉野@09/02-09/04;前橋@09/11-09/13,奈良,
014586,近藤 寛央,A2,85.75,大垣@08/17-08/19;立川@09/03-09/05;富山@09/10-09/12;武雄@09/27-09/29,,
014587,鈴木 謙二,A1,85.22,静岡@08/15-08/17;岐阜@08/24-08/26;立川@09/03-09/05;佐世保@09/12-09/14;いわき平@09/27-09/29,,
014589,西巻 秀太,A3,69.66,青森@08/24-08/26;松戸@09/01-09/03;大垣@09/13-09/15,,
014590,近藤 夏樹,A1,89.33,武雄@08/21-08/23;川崎@08/30-09/01;豊橋@09/11-09/13;伊東@09/23-09/25,,
014591,本多 哲也,A1,89.66,川崎@08/30-09/01;弥彦@09/07-09/09;岸和田@09/14-09/16;青森@09/26-09/28,,
014594,太田 剛司,A1,92.00,和歌山@08/23-08/25;松阪@08/31-09/02;静岡@09/18-09/20;玉野@09/27-09/29,岐阜,
014595,瀧本 匡平,A3,69.16,松阪@08/25-08/27;久留米@09/05-09/07;松山@09/19-09/21,,
014596,中村 賢二,A2,79.00,大垣@08/21-08/23;和歌山@08/30-09/01;弥彦@09/19-09/21;玉野@09/27-09/29,京王,
014597,上田 隼,A2,82.00,大垣@08/21-08/23;四日市@08/29-08/31;久留米@09/05-09/07;高知@09/20-09/22;広島@09/28-09/30,,
014598,岡崎 祥伍,A2,78.83,富山@09/03-09/05;岸和田@09/26-09/28,岐阜,
014600,山田 祥明,A1,82.66,静岡@08/15-08/17;松阪@08/25-08/27;高知@09/09-09/11;松山@09/19-09/21,,
014601,小竹 洋平,A1,86.66,大垣@08/17-08/19;高知@08/25-08/27;久留米@09/05-09/07;佐世保@09/20-09/22,,
014603,佐野 洋継,A2,81.10,大垣@08/21-08/23;岐阜@08/30-09/01;前橋@09/11-09/13;高知@09/20-09/22,,
014610,山村 慮太,A3,75.33,立川@08/22-08/24;弥彦@09/02-09/04;武雄@09/09-09/11;大宮@09/21-09/23,,
014612,工藤 文彦,A1,90.33,高知@08/25-08/27;玉野@09/02-09/04;久留米@09/17-09/19;武雄@09/27-09/29,,
014614,高橋 清太郎,A1,85.91,佐世保@08/18-08/20;玉野@09/08-09/10;青森@09/21-09/23,,
014615,藤原 亮太,A2,78.33,佐世保@08/18-08/20;松山@08/31-09/02;いわき平@09/15-09/17,,
014619,木村 浩宣,A1,89.50,佐世保@08/18-08/20;松阪@08/25-08/27;武雄@09/03-09/05;岐阜@09/13-09/15,,
014620,二條 祐也,A1,85.75,大垣@08/17-08/19;小松島@08/27-08/29;静岡@09/18-09/20;防府@09/29-10/01,,
014623,飯田 裕次,A1,89.00,佐世保@08/18-08/20;久留米@09/05-09/07;大宮@09/13-09/15;立川@09/22-09/24,武雄,
014625,藤野 貴章,A2,78.66,大垣@08/17-08/19;小松島@08/27-08/29;武雄@09/03-09/05;いわき平@09/15-09/17,,
014630,利根 正明,A1,88.00,久留米@09/05-09/07;青森@09/14-09/16,,
014634,寺崎 祐樹,A1,85.00,奈良@08/20-08/22;宇都宮@08/31-09/02;久留米@09/17-09/19,,
014637,吉成 貴博,A2,81.86,武雄@08/21-08/23;佐世保@09/20-09/22;平塚@09/28-09/30,,
014638,川又 裕樹,A2,83.25,武雄@08/21-08/23;いわき平@09/15-09/17;別府@09/24-09/26,奈良,
014643,菅原 洋輔,A3,69.88,別府@08/16-08/18;西武園@08/31-09/02;豊橋@09/11-09/13,,
014644,高橋 明久,A3,72.00,立川@08/22-08/24;四日市@08/29-08/31;松山@09/12-09/14;大宮@09/21-09/23,,
014646,三浦 雄大,A1,95.33,伊東@08/16-08/18;防府@08/23-08/25;西武園@09/06-09/08;岐阜@09/13-09/15;立川@09/22-09/24,,
014650,佐藤 裕輝,A3,67.33,立川@08/17-08/19;宇都宮@08/24-08/26;松阪@09/05-09/07;大宮@09/21-09/23,,
014651,須永 勝太,A2,83.25,松阪@08/31-09/02;佐世保@09/12-09/14;青森@09/26-09/28,武雄,
014652,原 清孝,A3,68.08,松山@08/21-08/23;久留米@09/05-09/07;小松島@09/17-09/19;別府@09/24-09/26,,
014654,舘 真成,A2,87.16,静岡@08/15-08/17;和歌山@08/23-08/25;松山@08/31-09/02;弥彦@09/07-09/09;いわき平@09/15-09/17,,
014657,野中 祐志,A1,91.83,西武園@08/21-08/23;四日市@08/29-08/31;前橋@09/11-09/13;武雄@09/27-09/29,,
014658,馬場 和広,A1,91.83,高知@08/25-08/27;武雄@09/03-09/05;川崎@09/17-09/19;いわき平@09/27-09/29,,
014662,櫻井 宏樹,A3,67.77,別府@08/16-08/18;松戸@09/01-09/03;富山@09/10-09/12;大宮@09/21-09/23,,
014665,小峰 烈,A1,83.00,高知@08/18-08/20;西武園@08/31-09/02;富山@09/10-09/12,,
014666,等々力 久就,A3,71.77,豊橋@08/18-08/20;静岡@08/30-09/01;いわき平@09/15-09/17;川崎@09/24-09/26,,
014667,藤本 龍也,A3,67.16,熊本@08/24-08/26;岸和田@09/14-09/16;弥彦@09/24-09/26,西武,
014669,植木 和広,A1,85.80,立川@08/17-08/19;いわき平@09/07-09/09;小松島@09/23-09/25,,
014671,山田 裕哉,A2,86.66,前橋@08/15-08/17;和歌山@08/23-08/25;大垣@09/07-09/09;別府@09/24-09/26,,
014672,吉田 茂生,A1,,大垣@08/17-08/19;奈良@08/26-08/28;武雄@09/03-09/05;前橋@09/11-09/13,,
014673,松田 大,A1,86.00,前橋@08/15-08/17;和歌山@08/23-08/25;西武園@08/31-09/02;別府@09/24-09/26,,
014674,丹波 孝佑,A1,85.50,四日市@09/09-09/11;別府@09/16-09/18;伊東@09/23-09/25,岐阜,
014676,柳原 司,A2,85.55,大垣@08/21-08/23;いわき平@09/07-09/09;久留米@09/17-09/19,奈良,
014678,樋口 有樹郎,A3,69.92,松山@08/21-08/23;四日市@08/29-08/31;大垣@09/13-09/15;別府@09/24-09/26,,
014679,小玉 拓真,A1,97.22,玉野@08/26-08/28;いわき平@09/15-09/17;武雄@09/27-09/29,京王,
014684,松本 卓也,A1,88.25,立川@09/03-09/05;松山@09/19-09/21;岸和田@09/26-09/28,武雄,
014686,秋永 昂人,A3,71.16,松阪@08/25-08/27;伊東@09/02-09/04;松山@09/12-09/14;別府@09/24-09/26,,
014687,井上 将志,A2,81.75,高知@08/25-08/27;豊橋@09/04-09/06;松山@09/19-09/21,,
014688,西田 大志,A1,88.75,川崎@08/19-08/21;弥彦@09/19-09/21;玉野@09/27-09/29,,
014690,好永 晃,A1,89.00,四日市@08/17-08/19;高知@08/25-08/27;久留米@09/05-09/07;玉野@09/27-09/29,,
014693,高田 大輔,A3,68.36,熊本@08/24-08/26;伊東@09/02-09/04;松山@09/12-09/14;川崎@09/24-09/26,,
014694,前島 恭平,A3,66.30,立川@08/17-08/19;和歌山@08/23-08/25;弥彦@09/02-09/04;武雄@09/16-09/18,,
